Age,Year,Rate,Count,Pop
33 years,2006,0.6159,2,"324,710"
33 years,2007,1.2394,4,"322,744"
33 years,2008,1.1879,4,"336,741"
33 years,2009,0.9171,3,"327,121"
33 years,2010,0.2934,1,"340,817"
33 years,2011,0.8679,3,"345,643"
33 years,2012,0.8426,3,"356,040"
33 years,2013,1.8354,7,"381,386"
33 years,2014,1.0658,4,"375,293"
33 years,2015,1.0378,4,"385,420"
33 years,2016,1.0334,4,"387,063"
33 years,2017,1.5571,6,"385,340"
33 years,2018,1.0095,4,"396,245"
33 years,2019,1.0164,4,"393,552"
34 years,1975-2019,0.9039,138,"15,266,513"
34 years,1975,0,0,"207,154"
34 years,1976,1.8016,4,"222,019"
34 years,1977,1.1797,3,"254,308"
34 years,1978,0.8211,2,"243,569"
34 years,1979,0.4119,1,"242,787"
34 years,1980,0,0,"240,364"
34 years,1981,1.217,4,"328,686"
34 years,1982,0.9773,3,"306,953"
34 years,1983,0.6454,2,"309,895"
34 years,1984,0,0,"311,751"
34 years,1985,0.9272,3,"323,557"
34 years,1986,0.9031,3,"332,185"
34 years,1987,1.1698,4,"341,940"
34 years,1988,0.5696,2,"351,132"
34 years,1989,2.2383,8,"357,412"
34 years,1990,0.8328,3,"360,212"
34 years,1991,0.5326,2,"375,547"
34 years,1992,1.0576,4,"378,231"
34 years,1993,0.7908,3,"379,343"
34 years,1994,1.0349,4,"386,514"
34 years,1995,0.5193,2,"385,164"
34 years,1996,1.297,5,"385,504"
34 years,1997,1.3153,5,"380,142"
34 years,1998,1.6006,6,"374,848"
34 years,1999,1.1019,4,"362,997"
34 years,2000,0.868,3,"345,631"
34 years,2001,0.5934,2,"337,036"
34 years,2002,0.2948,1,"339,205"
34 years,2003,1.1581,4,"345,387"
34 years,2004,0.811,3,"369,922"
34 years,2005,0.2807,1,"356,204"
34 years,2006,0.88,3,"340,917"
34 years,2007,1.5322,5,"326,324"
34 years,2008,1.8459,6,"325,045"
34 years,2009,1.1808,4,"338,753"
34 years,2010,0.91,3,"329,685"
34 years,2011,0.5842,2,"342,329"
34 years,2012,0.2876,1,"347,746"
34 years,2013,1.1182,4,"357,703"
34 years,2014,0.522,2,"383,172"
34 years,2015,0.5292,2,"377,944"
34 years,2016,1.2884,5,"388,070"
34 years,2017,1.0273,4,"389,357"
34 years,2018,1.2925,5,"386,840"
34 years,2019,0.2519,1,"397,029"
35 years,1975-2019,1.2328,186,"15,087,542"
35 years,1975,2.0654,4,"193,667"
35 years,1976,1.9389,4,"206,298"
35 years,1977,0.9071,2,"220,488"
35 years,1978,0.7923,2,"252,435"
35 years,1979,0.828,2,"241,551"
35 years,1980,0.8292,2,"241,196"
35 years,1981,0.4199,1,"238,132"
35 years,1982,0.6169,2,"324,223"
35 years,1983,0.3301,1,"302,961"
35 years,1984,0.3278,1,"305,048"
35 years,1985,0.6535,2,"306,021"
35 years,1986,0.631,2,"316,973"
35 years,1987,1.2309,4,"324,957"
35 years,1988,1.7894,6,"335,304"
35 years,1989,0.8705,3,"344,615"
35 years,1990,1.4083,5,"355,041"
35 years,1991,2.2178,8,"360,716"
35 years,1992,1.3236,5,"377,757"
35 years,1993,1.0504,4,"380,809"
35 years,1994,1.3059,5,"382,886"
35 years,1995,0.7666,3,"391,331"
35 years,1996,1.0225,4,"391,181"
35 years,1997,0.762,3,"393,679"
35 years,1998,0.2568,1,"389,342"
35 years,1999,1.0405,4,"384,448"
35 years,2000,2.1527,8,"371,627"
35 years,2001,0,0,"346,498"
35 years,2002,1.4868,5,"336,292"
35 years,2003,1.1826,4,"338,242"
35 years,2004,2.0266,7,"345,401"
35 years,2005,1.3468,5,"371,246"
35 years,2006,0.834,3,"359,701"
35 years,2007,1.1646,4,"343,479"
35 years,2008,0.9107,3,"329,416"
35 years,2009,1.5262,5,"327,611"
35 years,2010,1.7683,6,"339,315"
35 years,2011,1.508,5,"331,574"
35 years,2012,1.7434,6,"344,147"
35 years,2013,1.1446,4,"349,454"
35 years,2014,1.9492,7,"359,120"
35 years,2015,1.2978,5,"385,265"
35 years,2016,1.5771,6,"380,450"
35 years,2017,2.3095,9,"389,701"
35 years,2018,1.5366,6,"390,469"
35 years,2019,2.0646,8,"387,475"
36 years,1975-2019,1.3098,193,"14,735,539"
36 years,1975,2.1292,4,"187,866"
36 years,1976,1.0392,2,"192,448"
36 years,1977,3.4269,7,"204,268"
36 years,1978,0.4581,1,"218,296"
36 years,1979,0.4006,1,"249,610"
36 years,1980,0.8356,2,"239,342"
36 years,1981,2.5151,6,"238,563"
36 years,1982,1.2779,3,"234,763"
36 years,1983,1.5665,5,"319,188"
36 years,1984,1.6755,5,"298,412"
36 years,1985,1.3306,4,"300,621"
36 years,1986,2.3233,7,"301,293"
36 years,1987,1.2813,4,"312,183"
36 years,1988,1.8713,6,"320,640"
36 years,1989,1.5155,5,"329,928"
36 years,1990,1.1804,4,"338,859"
36 years,1991,1.1449,4,"349,381"
36 years,1992,1.4086,5,"354,963"
36 years,1993,1.6204,6,"370,269"
36 years,1994,1.074,4,"372,433"
36 years,1995,0.5351,2,"373,754"
36 years,1996,1.5737,6,"381,255"
36 years,1997,1.5739,6,"381,230"
36 years,1998,2.0901,8,"382,762"
36 years,1999,0.7956,3,"377,079"
36 years,2000,1.6002,6,"374,954"
36 years,2001,2.1542,8,"371,366"
36 years,2002,0.8706,3,"344,592"
36 years,2003,1.4984,5,"333,687"
36 years,2004,1.4878,5,"336,057"
36 years,2005,0.5807,2,"344,416"
36 years,2006,1.0801,4,"370,341"
36 years,2007,0.8372,3,"358,342"
36 years,2008,0.8751,3,"342,819"
36 years,2009,1.2199,4,"327,894"
36 years,2010,1.2272,4,"325,953"
36 years,2011,0.588,2,"340,138"
36 years,2012,1.8029,6,"332,800"
36 years,2013,1.4503,5,"344,766"
36 years,2014,2.0009,7,"349,846"
36 years,2015,1.94,7,"360,830"
36 years,2016,0.2586,1,"386,627"
36 years,2017,0.5247,2,"381,159"
36 years,2018,0,0,"389,680"
36 years,2019,1.539,6,"389,866"
37 years,1975-2019,1.3128,191,"14,549,174"
37 years,1975,0,0,"183,038"
37 years,1976,3.2111,6,"186,854"
37 years,1977,2.0961,4,"190,834"
37 years,1978,1.9747,4,"202,559"
37 years,1979,0.462,1,"216,473"
37 years,1980,1.6158,4,"247,549"
37 years,1981,2.1128,5,"236,649"
37 years,1982,1.6962,4,"235,820"
37 years,1983,0.8575,2,"233,239"
37 years,1984,0.9443,3,"317,688"
37 years,1985,1.0045,3,"298,643"
37 years,1986,0.6631,2,"301,621"
37 years,1987,0.9877,3,"303,722"
37 years,1988,0.3163,1,"316,130"
37 years,1989,2.1537,7,"325,020"
37 years,1990,2.0905,7,"334,856"
37 years,1991,2.3154,8,"345,508"
37 years,1992,0.8432,3,"355,781"
37 years,1993,1.3899,5,"359,735"
37 years,1994,2.4071,9,"373,893"
37 years,1995,0.5335,2,"374,873"
37 years,1996,1.0664,4,"375,111"
37 years,1997,1.3081,5,"382,240"
37 years,1998,0.2627,1,"380,721"
37 years,1999,1.052,4,"380,212"
37 years,2000,0.2668,1,"374,782"
37 years,2001,1.0687,4,"374,271"
37 years,2002,1.3556,5,"368,847"
37 years,2003,2.0459,7,"342,148"
37 years,2004,1.5055,5,"332,125"
37 years,2005,0.5961,2,"335,493"
37 years,2006,0.8695,3,"345,036"
37 years,2007,2.1654,8,"369,451"
37 years,2008,1.6731,6,"358,610"
37 years,2009,1.46,5,"342,473"
37 years,2010,0.6087,2,"328,555"
37 years,2011,2.1405,7,"327,023"
37 years,2012,1.1718,4,"341,368"
37 years,2013,1.7979,6,"333,720"
37 years,2014,1.447,5,"345,546"
37 years,2015,0.5692,2,"351,342"
37 years,2016,1.3812,5,"362,005"
37 years,2017,1.5493,6,"387,272"
37 years,2018,1.0493,4,"381,196"
37 years,2019,1.7988,7,"389,142"
38 years,1975-2019,1.5891,224,"14,096,306"
38 years,1975,1.1471,2,"174,348"
38 years,1976,0.5542,1,"180,443"
38 years,1977,0.5457,1,"183,246"
38 years,1978,2.1427,4,"186,682"
38 years,1979,1.5166,3,"197,808"
38 years,1980,3.3139,7,"211,229"
38 years,1981,1.6678,4,"239,841"
38 years,1982,2.6342,6,"227,776"
38 years,1983,1.3237,3,"226,637"
38 years,1984,1.7878,4,"223,743"
38 years,1985,1.6451,5,"303,940"
38 years,1986,0.7023,2,"284,795"
38 years,1987,0.6962,2,"287,257"
38 years,1988,3.1143,9,"288,988"
38 years,1989,2.0028,6,"299,582"
38 years,1990,2.5829,8,"309,730"
38 years,1991,0.9374,3,"320,028"
38 years,1992,0.9032,3,"332,167"
38 years,1993,0.5832,2,"342,940"
38 years,1994,1.1491,4,"348,091"
38 years,1995,1.6515,6,"363,311"
38 years,1996,1.64,6,"365,847"
38 years,1997,2.171,8,"368,489"
38 years,1998,1.5921,6,"376,849"
38 years,1999,0.798,3,"375,945"
38 years,2000,1.8518,7,"378,011"
38 years,2001,1.0695,4,"374,009"
38 years,2002,2.149,8,"372,260"
38 years,2003,1.0917,4,"366,388"
38 years,2004,1.1746,4,"340,536"
38 years,2005,1.808,6,"331,851"
38 years,2006,2.6786,9,"335,997"
38 years,2007,1.1622,4,"344,164"
38 years,2008,2.7063,10,"369,515"
38 years,2009,1.674,6,"358,433"
38 years,2010,1.4633,5,"341,700"
38 years,2011,1.8207,6,"329,539"
38 years,2012,0.6099,2,"327,933"
38 years,2013,1.4607,5,"342,304"
38 years,2014,1.4953,5,"334,379"
38 years,2015,1.1538,4,"346,694"
38 years,2016,2.8348,10,"352,763"
38 years,2017,1.6538,6,"362,810"
38 years,2018,2.0673,8,"386,974"
38 years,2019,0.7888,3,"380,334"
39 years,1975-2019,1.7137,246,"14,354,618"
39 years,1975,2.2707,4,"176,161"
39 years,1976,0.5587,1,"178,973"
39 years,1977,1.0785,2,"185,445"
39 years,1978,2.1165,4,"188,987"
39 years,1979,2.0689,4,"193,335"
39 years,1980,3.8766,8,"206,368"
39 years,1981,2.7054,6,"221,775"
39 years,1982,0,0,"252,567"
39 years,1983,3.7153,9,"242,240"
39 years,1984,2.0587,5,"242,866"
39 years,1985,2.4827,6,"241,674"
39 years,1986,1.5119,5,"330,707"
39 years,1987,1.2774,4,"313,131"
39 years,1988,1.5684,5,"318,802"
39 years,1989,0.6196,2,"322,798"
39 years,1990,1.5122,5,"330,649"
39 years,1991,2.6064,9,"345,308"
39 years,1992,0.8492,3,"353,279"
39 years,1993,0.829,3,"361,892"
39 years,1994,0.8129,3,"369,054"
39 years,1995,1.0801,4,"370,321"
39 years,1996,1.3086,5,"382,078"
39 years,1997,2.3617,9,"381,078"
39 years,1998,1.5825,6,"379,135"
39 years,1999,0.7849,3,"382,199"
39 years,2000,1.5812,6,"379,448"
39 years,2001,1.3274,5,"376,683"
39 years,2002,2.6851,10,"372,419"
39 years,2003,2.7005,10,"370,299"
39 years,2004,0.2735,1,"365,630"
39 years,2005,1.4656,5,"341,150"
39 years,2006,3.5929,12,"333,994"
39 years,2007,3.848,13,"337,834"
39 years,2008,1.4414,5,"346,897"
39 years,2009,1.3431,5,"372,283"
39 years,2010,1.9345,7,"361,858"
39 years,2011,1.7527,6,"342,332"
39 years,2012,1.5163,5,"329,741"
39 years,2013,1.5242,5,"328,034"
39 years,2014,1.4608,5,"342,285"
39 years,2015,2.9883,10,"334,635"
39 years,2016,1.1519,4,"347,263"
39 years,2017,1.4176,5,"352,710"
39 years,2018,1.1031,4,"362,601"
39 years,2019,2.0742,8,"385,700"
40 years,1975-2019,1.8327,259,"14,132,146"
40 years,1975,2.8715,5,"174,122"
40 years,1976,0.5637,1,"177,397"
40 years,1977,0.5541,1,"180,474"
40 years,1978,0.5325,1,"187,776"
40 years,1979,3.1213,6,"192,225"
40 years,1980,4.5711,9,"196,888"
40 years,1981,1.451,3,"206,758"
40 years,1982,1.8174,4,"220,093"
40 years,1983,0.7998,2,"250,063"
40 years,1984,2.4998,6,"240,024"
40 years,1985,0.8301,2,"240,928"
40 years,1986,0.8331,2,"240,076"
40 years,1987,0.6118,2,"326,927"
40 years,1988,2.2662,7,"308,891"
40 years,1989,2.5636,8,"312,059"
40 years,1990,3.1316,10,"319,328"
40 years,1991,1.2405,4,"322,459"
40 years,1992,1.1797,4,"339,066"
40 years,1993,1.4353,5,"348,354"
40 years,1994,0.8368,3,"358,516"
40 years,1995,1.3598,5,"367,713"
40 years,1996,2.4251,9,"371,125"
40 years,1997,1.814,7,"385,894"
40 years,1998,1.5505,6,"386,975"
40 years,1999,1.035,4,"386,492"
40 years,2000,1.0295,4,"388,541"
40 years,2001,1.5853,6,"378,489"
40 years,2002,3.2016,12,"374,810"
40 years,2003,1.6183,6,"370,762"
40 years,2004,1.6224,6,"369,820"
40 years,2005,2.4598,9,"365,879"
40 years,2006,2.3331,8,"342,890"
40 years,2007,2.0845,7,"335,809"
40 years,2008,1.4717,5,"339,741"
40 years,2009,2.0071,7,"348,756"
40 years,2010,1.0755,4,"371,916"
40 years,2011,1.1037,4,"362,430"
40 years,2012,2.6246,9,"342,905"
40 years,2013,1.8165,6,"330,297"
40 years,2014,1.2196,4,"327,981"
40 years,2015,3.2061,11,"343,098"
40 years,2016,1.7874,6,"335,677"
40 years,2017,2.0136,7,"347,628"
40 years,2018,3.1205,11,"352,511"
40 years,2019,3.0422,11,"361,583"
41 years,1975-2019,2.1378,293,"13,705,877"
41 years,1975,2.9648,5,"168,647"
41 years,1976,1.7429,3,"172,122"
41 years,1977,3.4406,6,"174,387"
41 years,1978,5.0875,9,"176,903"
41 years,1979,2.726,5,"183,422"
41 years,1980,3.7363,7,"187,353"
41 years,1981,3.1505,6,"190,444"
41 years,1982,1.5011,3,"199,858"
41 years,1983,2.8058,6,"213,843"
41 years,1984,1.2298,3,"243,940"
41 years,1985,1.7051,4,"234,584"
41 years,1986,2.9714,7,"235,579"
41 years,1987,4.2586,10,"234,820"
41 years,1988,1.2485,4,"320,373"
41 years,1989,1.9869,6,"301,983"
41 years,1990,2.9579,9,"304,273"
41 years,1991,2.2487,7,"311,297"
41 years,1992,2.5499,8,"313,741"
41 years,1993,1.2184,4,"328,288"
41 years,1994,2.6791,9,"335,930"
41 years,1995,2.3224,8,"344,475"
41 years,1996,0.5682,2,"352,001"
41 years,1997,1.1275,4,"354,770"
41 years,1998,1.9054,7,"367,384"
41 years,1999,2.1849,8,"366,146"
41 years,2000,0.8126,3,"369,203"
41 years,2001,2.32,9,"387,923"
41 years,2002,1.0605,4,"377,191"
41 years,2003,0.5361,2,"373,098"
41 years,2004,1.622,6,"369,917"
41 years,2005,3.246,12,"369,691"
41 years,2006,2.1804,8,"366,904"
41 years,2007,0.8734,3,"343,474"
41 years,2008,2.0788,7,"336,737"
41 years,2009,1.1754,4,"340,313"
41 years,2010,1.4295,5,"349,772"
41 years,2011,1.078,4,"371,059"
41 years,2012,3.8724,14,"361,529"
41 years,2013,2.0467,7,"342,010"
41 years,2014,2.4309,8,"329,092"
41 years,2015,0.6107,2,"327,506"
41 years,2016,2.3364,8,"342,405"
41 years,2017,5.3744,18,"334,918"
41 years,2018,1.7336,6,"346,110"
41 years,2019,3.7094,13,"350,462"
42 years,1975-2019,2.4304,329,"13,537,132"
42 years,1975,2.3481,4,"170,350"
42 years,1976,1.7831,3,"168,242"
42 years,1977,4.0788,7,"171,618"
42 years,1978,2.298,4,"174,068"
42 years,1979,2.2625,4,"176,798"
42 years,1980,2.1776,4,"183,685"
42 years,1981,1.0662,2,"187,587"
42 years,1982,2.6256,5,"190,434"
42 years,1983,0.4979,1,"200,831"
42 years,1984,3.7083,8,"215,733"
42 years,1985,2.4387,6,"246,032"
42 years,1986,2.5383,6,"236,375"
42 years,1987,2.1076,5,"237,236"
42 years,1988,4.2229,10,"236,805"
42 years,1989,3.1105,10,"321,490"
42 years,1990,2.3133,7,"302,601"
42 years,1991,1.3156,4,"304,044"
42 years,1992,3.2057,10,"311,948"
42 years,1993,2.8625,9,"314,406"
42 years,1994,1.8227,6,"329,187"
42 years,1995,4.1504,14,"337,319"
42 years,1996,0.8662,3,"346,322"
42 years,1997,1.6895,6,"355,142"
42 years,1998,2.5121,9,"358,270"
42 years,1999,2.699,10,"370,513"
42 years,2000,2.1635,8,"369,770"
42 years,2001,1.6315,6,"367,767"
42 years,2002,2.8549,11,"385,298"
42 years,2003,1.6037,6,"374,146"
42 years,2004,1.3495,5,"370,498"
42 years,2005,1.3587,5,"367,995"
42 years,2006,1.6295,6,"368,220"
42 years,2007,1.3686,5,"365,346"
42 years,2008,2.9242,10,"341,979"
42 years,2009,3.5806,12,"335,141"
42 years,2010,1.7709,6,"338,817"
42 years,2011,1.9981,7,"350,331"
42 years,2012,2.6902,10,"371,714"
42 years,2013,2.7655,10,"361,601"
42 years,2014,3.5062,12,"342,251"
42 years,2015,3.6416,12,"329,530"
42 years,2016,2.4395,8,"327,936"
42 years,2017,3.2119,11,"342,479"
42 years,2018,3.2904,11,"334,305"
42 years,2019,3.1887,11,"344,972"
43 years,1975-2019,2.8124,375,"13,333,810"
43 years,1975,5.3071,9,"169,584"
43 years,1976,5.3091,9,"169,520"
43 years,1977,2.396,4,"166,945"
43 years,1978,3.5285,6,"170,044"
43 years,1979,4.6438,8,"172,271"
43 years,1980,2.2734,4,"175,945"
43 years,1981,2.6982,5,"185,309"
43 years,1982,3.7105,7,"188,654"
43 years,1983,2.0834,4,"191,997"
43 years,1984,1.9721,4,"202,827"
43 years,1985,3.2184,7,"217,499"
43 years,1986,2.4277,6,"247,151"
43 years,1987,2.9528,7,"237,062"
43 years,1988,2.9429,7,"237,861"
43 years,1989,5.0763,12,"236,393"
43 years,1990,1.8675,6,"321,283"
43 years,1991,1.6653,5,"300,241"
43 years,1992,4.3039,13,"302,049"
43 years,1993,2.5853,8,"309,447"
43 years,1994,3.8502,12,"311,669"
43 years,1995,2.1458,7,"326,218"
43 years,1996,2.3947,8,"334,070"
43 years,1997,2.3289,8,"343,510"
43 years,1998,2.2731,8,"351,950"
43 years,1999,3.1092,11,"353,791"
43 years,2000,1.0912,4,"366,584"
43 years,2001,1.0849,4,"368,708"
43 years,2002,3.2753,12,"366,379"
43 years,2003,3.9068,15,"383,946"
43 years,2004,2.1403,8,"373,783"
43 years,2005,2.4266,9,"370,894"
43 years,2006,3.789,14,"369,491"
43 years,2007,3.5142,13,"369,924"
43 years,2008,2.1775,8,"367,402"
43 years,2009,2.0341,7,"344,138"
43 years,2010,2.6743,9,"336,541"
43 years,2011,2.0662,7,"338,787"
43 years,2012,2.2848,8,"350,147"
43 years,2013,1.8886,7,"370,646"
43 years,2014,3.6022,13,"360,888"
43 years,2015,2.3408,8,"341,757"
43 years,2016,2.1244,7,"329,498"
43 years,2017,3.6678,12,"327,173"
43 years,2018,3.2243,11,"341,164"
43 years,2019,4.2084,14,"332,670"
44 years,1975-2019,2.8331,375,"13,236,482"
44 years,1975,3.4465,6,"174,092"
44 years,1976,2.9315,5,"170,562"
44 years,1977,4.1077,7,"170,411"
44 years,1978,4.763,8,"167,963"
44 years,1979,1.7523,3,"171,202"
44 years,1980,4.034,7,"173,524"
44 years,1981,1.1305,2,"176,912"
44 years,1982,3.7578,7,"186,277"
44 years,1983,1.5717,3,"190,875"
44 years,1984,2.0469,4,"195,415"
44 years,1985,3.865,8,"206,988"
44 years,1986,3.5984,8,"222,320"
44 years,1987,2.7619,7,"253,450"
44 years,1988,2.4583,6,"244,069"
44 years,1989,3.2729,8,"244,435"
44 years,1990,2.4795,6,"241,987"
44 years,1991,2.414,8,"331,398"
44 years,1992,4.2098,13,"308,802"
44 years,1993,2.2647,7,"309,088"
44 years,1994,2.2199,7,"315,332"
44 years,1995,3.7905,12,"316,585"
44 years,1996,4.542,15,"330,254"
44 years,1997,2.073,7,"337,675"
44 years,1998,1.7339,6,"346,045"
44 years,1999,2.5531,9,"352,509"
44 years,2000,2.8161,10,"355,107"
44 years,2001,1.9143,7,"365,678"
44 years,2002,1.9107,7,"366,354"
44 years,2003,2.7507,10,"363,538"
44 years,2004,3.6769,14,"380,753"
44 years,2005,2.4299,9,"370,382"
44 years,2006,2.7162,10,"368,157"
44 years,2007,3.819,14,"366,589"
44 years,2008,2.7286,10,"366,482"
44 years,2009,2.2025,8,"363,225"
44 years,2010,2.9307,10,"341,215"
44 years,2011,1.7844,6,"336,243"
44 years,2012,3.84,13,"338,540"
44 years,2013,3.7212,13,"349,353"
44 years,2014,2.9735,11,"369,939"
44 years,2015,2.2216,8,"360,100"
44 years,2016,2.3421,8,"341,581"
44 years,2017,2.126,7,"329,252"
44 years,2018,3.0646,10,"326,303"
44 years,2019,3.2399,11,"339,521"
45 years,1975-2019,3.1358,408,"13,010,920"
45 years,1975,3.8632,7,"181,198"
45 years,1976,2.319,4,"172,490"
45 years,1977,1.1863,2,"168,596"
45 years,1978,7.1249,12,"168,423"
45 years,1979,2.4074,4,"166,156"
45 years,1980,6.4865,11,"169,582"
45 years,1981,5.834,10,"171,410"
45 years,1982,3.4425,6,"174,290"
45 years,1983,3.2626,6,"183,901"
45 years,1984,3.7173,7,"188,309"
45 years,1985,2.0822,4,"192,105"
45 years,1986,2.9619,6,"202,572"
45 years,1987,5.9863,13,"217,164"
45 years,1988,2.4204,6,"247,891"
45 years,1989,2.9252,7,"239,300"
45 years,1990,2.4763,6,"242,294"
45 years,1991,2.538,6,"236,410"
45 years,1992,1.8429,6,"325,577"
45 years,1993,1.9677,6,"304,921"
45 years,1994,2.6088,8,"306,655"
45 years,1995,2.5428,8,"314,609"
45 years,1996,2.2053,7,"317,413"
45 years,1997,2.9979,10,"333,567"
45 years,1998,3.5005,12,"342,811"
45 years,1999,3.1222,11,"352,311"
45 years,2000,4.1912,15,"357,892"
45 years,2001,2.8283,10,"353,568"
45 years,2002,1.9266,7,"363,332"
45 years,2003,2.1991,8,"363,777"
45 years,2004,2.4937,9,"360,907"
45 years,2005,5.2878,20,"378,226"
45 years,2006,4.3376,16,"368,869"
45 years,2007,3.8192,14,"366,568"
45 years,2008,4.3821,16,"365,125"
45 years,2009,3.2919,12,"364,529"
45 years,2010,2.2175,8,"360,766"
45 years,2011,4.1011,14,"341,373"
45 years,2012,2.973,10,"336,365"
45 years,2013,0.8868,3,"338,303"
45 years,2014,1.7191,6,"349,022"
45 years,2015,2.1671,8,"369,154"
45 years,2016,3.8949,14,"359,448"
45 years,2017,2.9361,10,"340,590"
45 years,2018,1.8276,6,"328,307"
45 years,2019,5.2333,17,"324,844"
46 years,1975-2019,3.297,420,"12,738,943"
46 years,1975,3.9983,7,"175,073"
46 years,1976,1.6699,3,"179,656"
46 years,1977,7.0254,12,"170,809"
46 years,1978,4.1864,7,"167,210"
46 years,1979,2.9925,5,"167,084"
46 years,1980,1.2019,2,"166,401"
46 years,1981,5.7874,10,"172,790"
46 years,1982,5.7695,10,"173,326"
46 years,1983,3.414,6,"175,749"
46 years,1984,2.1662,4,"184,654"
46 years,1985,3.1922,6,"187,961"
46 years,1986,2.6251,5,"190,470"
46 years,1987,3.0034,6,"199,771"
46 years,1988,5.1453,11,"213,786"
46 years,1989,2.8817,7,"242,908"
46 years,1990,2.5781,6,"232,733"
46 years,1991,1.706,4,"234,460"
46 years,1992,2.1816,5,"229,185"
46 years,1993,4.123,13,"315,308"
46 years,1994,2.0339,6,"295,000"
46 years,1995,3.0335,9,"296,687"
46 years,1996,2.3019,7,"304,091"
46 years,1997,2.9273,9,"307,452"
46 years,1998,3.0971,10,"322,883"
46 years,1999,3.3248,11,"330,848"
46 years,2000,4.9578,17,"342,894"
46 years,2001,2.8022,10,"356,868"
46 years,2002,2.2709,8,"352,277"
46 years,2003,3.0359,11,"362,326"
46 years,2004,3.5779,13,"363,346"
46 years,2005,4.4337,16,"360,869"
46 years,2006,3.1619,12,"379,523"
46 years,2007,5.1284,19,"370,487"
46 years,2008,2.9856,11,"368,438"
46 years,2009,2.9957,11,"367,193"
46 years,2010,2.1812,8,"366,768"
46 years,2011,3.0553,11,"360,035"
46 years,2012,3.2301,11,"340,547"
46 years,2013,4.7772,16,"334,924"
46 years,2014,4.4471,15,"337,298"
46 years,2015,3.7363,13,"347,936"
46 years,2016,1.9017,7,"368,099"
46 years,2017,2.2348,8,"357,977"
46 years,2018,4.1335,14,"338,696"
46 years,2019,2.4529,8,"326,147"
47 years,1975-2019,3.9047,493,"12,625,913"
47 years,1975,5.0979,9,"176,544"
47 years,1976,6.886,12,"174,267"
47 years,1977,8.9493,16,"178,785"
47 years,1978,4.7014,8,"170,162"
47 years,1979,3.5993,6,"166,698"
47 years,1980,5.9745,10,"167,378"
47 years,1981,2.9794,5,"167,818"
47 years,1982,5.1829,9,"173,649"
47 years,1983,4.5847,8,"174,492"
47 years,1984,3.957,7,"176,902"
47 years,1985,2.1549,4,"185,627"
47 years,1986,7.4222,14,"188,623"
47 years,1987,3.6642,7,"191,036"
47 years,1988,6.9696,14,"200,872"
47 years,1989,4.1892,9,"214,838"
47 years,1990,3.2813,8,"243,807"
47 years,1991,0.8516,2,"234,844"
47 years,1992,2.5299,6,"237,166"
47 years,1993,1.7258,4,"231,778"
47 years,1994,3.7718,12,"318,154"
47 years,1995,3.6881,11,"298,258"
47 years,1996,4.0003,12,"299,977"
47 years,1997,2.2699,7,"308,377"
47 years,1998,1.6038,5,"311,767"
47 years,1999,3.675,12,"326,530"
47 years,2000,2.6945,9,"334,011"
47 years,2001,4.3867,15,"341,941"
47 years,2002,3.0925,11,"355,694"
47 years,2003,3.6994,13,"351,413"
47 years,2004,3.0389,11,"361,977"
47 years,2005,3.5745,13,"363,685"
47 years,2006,3.8634,14,"362,371"
47 years,2007,4.9862,19,"381,049"
47 years,2008,5.6422,21,"372,192"
47 years,2009,4.5912,17,"370,270"
47 years,2010,2.9834,11,"368,702"
47 years,2011,3.8221,14,"366,292"
47 years,2012,5.0053,18,"359,622"
47 years,2013,4.4148,15,"339,768"
47 years,2014,4.4865,15,"334,333"
47 years,2015,4.1594,14,"336,586"
47 years,2016,4.0314,14,"347,276"
47 years,2017,3.5417,13,"367,054"
47 years,2018,2.525,9,"356,440"
47 years,2019,2.9683,10,"336,888"
48 years,1975-2019,4.3657,534,"12,231,810"
48 years,1975,2.8515,5,"175,347"
48 years,1976,8.5663,15,"175,105"
48 years,1977,6.958,12,"172,463"
48 years,1978,2.2614,4,"176,884"
48 years,1979,3.5657,6,"168,272"
48 years,1980,7.9582,13,"163,353"
48 years,1981,7.5631,12,"158,666"
48 years,1982,6.31,10,"158,479"
48 years,1983,3.0475,5,"164,067"
48 years,1984,4.8572,8,"164,705"
48 years,1985,5.9988,10,"166,699"
48 years,1986,5.7311,10,"174,486"
48 years,1987,7.9065,14,"177,070"
48 years,1988,5.5618,10,"179,797"
48 years,1989,4.7612,9,"189,029"
48 years,1990,3.001,6,"199,935"
48 years,1991,8.1932,19,"231,901"
48 years,1992,3.5615,8,"224,627"
48 years,1993,5.2747,12,"227,499"
48 years,1994,4.0335,9,"223,130"
48 years,1995,2.6001,8,"307,680"
48 years,1996,4.4917,13,"289,421"
48 years,1997,2.7291,8,"293,132"
48 years,1998,4.6264,14,"302,609"
48 years,1999,3.2634,10,"306,432"
48 years,2000,2.7894,9,"322,649"
48 years,2001,4.2111,14,"332,458"
48 years,2002,5.5917,19,"339,792"
48 years,2003,5.6631,20,"353,162"
48 years,2004,4.011,14,"349,042"
48 years,2005,4.4474,16,"359,760"
48 years,2006,4.4128,16,"362,581"
48 years,2007,5.2647,19,"360,892"
48 years,2008,4.4903,17,"378,597"
48 years,2009,1.8912,7,"370,142"
48 years,2010,3.5367,13,"367,577"
48 years,2011,3.2623,12,"367,842"
48 years,2012,4.6535,17,"365,316"
48 years,2013,4.4664,16,"358,231"
48 years,2014,2.9562,10,"338,267"
